name,summary,last_release,status,requires,status.1,snyk,pip,libhunt
pytest-info-plugin,Get executed interface information in pytest interface automation framework,2023-09-14,,,,https://snyk.io/advisor/python/pytest-info-plugin,https://pypi.org/project/pytest-info-plugin,
pytest-informative-node,display more node ininformation.,2019-04-25,4 - Beta,,,https://snyk.io/advisor/python/pytest-informative-node,https://pypi.org/project/pytest-informative-node,
pytest-infrastructure,pytest stack validation prior to testing executing,2020-04-12,4 - Beta,,,https://snyk.io/advisor/python/pytest-infrastructure,https://pypi.org/project/pytest-infrastructure,
pytest-ini,Reuse pytest.ini to store env variables,2022-04-26,,,,https://snyk.io/advisor/python/pytest-ini,https://pypi.org/project/pytest-ini,
pytest-initry,Plugin for sending automation test data from Pytest to the initry,2024-04-30,,"pytest<9.0.0,>=8.1.1",,https://snyk.io/advisor/python/pytest-initry,https://pypi.org/project/pytest-initry,https://www.libhunt.com/r/pytest-ini
pytest-inline,A pytest plugin for writing inline tests.,2023-10-19,4 - Beta,pytest >=7.0.0,,https://snyk.io/advisor/python/pytest-inline,https://pypi.org/project/pytest-inline,
pytest-inmanta,A py.test plugin providing fixtures to simplify inmanta modules testing.,2024-07-05,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-inmanta,https://pypi.org/project/pytest-inmanta,https://www.libhunt.com/r/pytest-inline
pytest-inmanta-extensions,Inmanta tests package,2024-07-05,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-inmanta-extensions,https://pypi.org/project/pytest-inmanta-extensions,https://www.libhunt.com/r/pytest-inmanta
pytest-inmanta-lsm,Common fixtures for inmanta LSM related modules,2024-07-06,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-inmanta-lsm,https://pypi.org/project/pytest-inmanta-lsm,https://www.libhunt.com/r/pytest-inmanta-extensions
pytest-inmanta-yang,Common fixtures used in inmanta yang related modules,2024-02-22,4 - Beta,pytest,,https://snyk.io/advisor/python/pytest-inmanta-yang,https://pypi.org/project/pytest-inmanta-yang,https://www.libhunt.com/r/pytest-inmanta-lsm
pytest-Inomaly,A simple image diff plugin for pytest,2018-02-13,4 - Beta,,,https://snyk.io/advisor/python/pytest-Inomaly,https://pypi.org/project/pytest-Inomaly,
pytest-in-robotframework,The extension enables easy execution of pytest tests within the Robot Framework environment.,2024-03-02,,pytest,,https://snyk.io/advisor/python/pytest-in-robotframework,https://pypi.org/project/pytest-in-robotframework,https://www.libhunt.com/r/pytest-Inomaly
pytest-insper,Pytest plugin for courses at Insper,2024-03-21,,pytest,,https://snyk.io/advisor/python/pytest-insper,https://pypi.org/project/pytest-insper,https://www.libhunt.com/r/pytest-in-robotframework
pytest-insta,A practical snapshot testing plugin for pytest,2024-02-19,,"pytest (>=7.2.0,<9.0.0)",,https://snyk.io/advisor/python/pytest-insta,https://pypi.org/project/pytest-insta,https://www.libhunt.com/r/pytest-insper
pytest-instafail,pytest plugin to show failures instantly,2023-03-31,4 - Beta,pytest (>=5),,https://snyk.io/advisor/python/pytest-instafail,https://pypi.org/project/pytest-instafail,
pytest-instrument,pytest plugin to instrument tests,2020-04-05,5 - Production/Stable,pytest (>=5.1.0),,https://snyk.io/advisor/python/pytest-instrument,https://pypi.org/project/pytest-instrument,
pytest-integration,Organizing pytests by integration or not,2022-11-17,,,,https://snyk.io/advisor/python/pytest-integration,https://pypi.org/project/pytest-integration,
pytest-integration-mark,Automatic integration test marking and excluding plugin for pytest,2023-05-22,,pytest (>=5.2),,https://snyk.io/advisor/python/pytest-integration-mark,https://pypi.org/project/pytest-integration-mark,
pytest-interactive,A pytest plugin for console based interactive test selection just after the collection phase,2017-11-30,3 - Alpha,,,https://snyk.io/advisor/python/pytest-interactive,https://pypi.org/project/pytest-interactive,
pytest-intercept-remote,Pytest plugin for intercepting outgoing connection requests during pytest run.,2021-05-24,4 - Beta,pytest (>=4.6),,https://snyk.io/advisor/python/pytest-intercept-remote,https://pypi.org/project/pytest-intercept-remote,
pytest-interface-tester,Pytest plugin for checking charm relation interface protocol compliance.,2024-02-09,4 - Beta,pytest,,https://snyk.io/advisor/python/pytest-interface-tester,https://pypi.org/project/pytest-interface-tester,https://www.libhunt.com/r/pytest-intercept-remote
pytest-invenio,Pytest fixtures for Invenio.,2024-06-27,5 - Production/Stable,"pytest<7.2.0,>=6",,https://snyk.io/advisor/python/pytest-invenio,https://pypi.org/project/pytest-invenio,https://www.libhunt.com/r/pytest-interface-tester
pytest-involve,Run tests covering a specific file or changeset,2020-02-02,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-involve,https://pypi.org/project/pytest-involve,
pytest-ipdb,A py.test plug-in to enable drop to ipdb debugger on test failure.,2013-03-20,2 - Pre-Alpha,,,https://snyk.io/advisor/python/pytest-ipdb,https://pypi.org/project/pytest-ipdb,
pytest-ipynb,THIS PROJECT IS ABANDONED,2019-01-29,3 - Alpha,,,https://snyk.io/advisor/python/pytest-ipynb,https://pypi.org/project/pytest-ipynb,
pytest-ipywidgets,,2024-07-11,,pytest,,https://snyk.io/advisor/python/pytest-ipywidgets,https://pypi.org/project/pytest-ipywidgets,https://www.libhunt.com/r/pytest-ipynb
pytest-isolate,,2023-02-20,4 - Beta,pytest,,https://snyk.io/advisor/python/pytest-isolate,https://pypi.org/project/pytest-isolate,
pytest-isort,py.test plugin to check import ordering using isort,2024-03-05,5 - Production/Stable,pytest (>=5.0),,https://snyk.io/advisor/python/pytest-isort,https://pypi.org/project/pytest-isort,https://www.libhunt.com/r/pytest-isolate
pytest-it,"Pytest plugin to display test reports as a plaintext spec, inspired by Rspec: https://github.com/mattduck/pytest-it.",2024-01-29,4 - Beta,,,https://snyk.io/advisor/python/pytest-it,https://pypi.org/project/pytest-it,https://www.libhunt.com/r/pytest-isort
pytest-iterassert,Nicer list and iterable assertion messages for pytest,2020-05-11,3 - Alpha,,,https://snyk.io/advisor/python/pytest-iterassert,https://pypi.org/project/pytest-iterassert,
pytest-iters,A contextmanager pytest fixture for handling multiple mock iters,2022-05-24,,,,https://snyk.io/advisor/python/pytest-iters,https://pypi.org/project/pytest-iters,
pytest_jar_yuan,A allure and pytest used package,2022-12-12,,,,https://snyk.io/advisor/python/pytest_jar_yuan,https://pypi.org/project/pytest_jar_yuan,
pytest-jasmine,Run jasmine tests from your pytest test suite,2017-11-04,1 - Planning,,,https://snyk.io/advisor/python/pytest-jasmine,https://pypi.org/project/pytest-jasmine,
pytest-jelastic,Pytest plugin defining the necessary command-line options to pass to pytests testing a Jelastic environment.,2022-11-16,,"pytest (>=7.2.0,<8.0.0)",,https://snyk.io/advisor/python/pytest-jelastic,https://pypi.org/project/pytest-jelastic,
pytest-jest,A custom jest-pytest oriented Pytest reporter,2018-05-22,4 - Beta,pytest (>=3.3.2),,https://snyk.io/advisor/python/pytest-jest,https://pypi.org/project/pytest-jest,
pytest-jinja,A plugin to generate customizable jinja-based HTML reports in pytest,2022-10-04,3 - Alpha,"pytest (>=6.2.5,<7.0.0)",,https://snyk.io/advisor/python/pytest-jinja,https://pypi.org/project/pytest-jinja,
pytest-jira,"py.test JIRA integration plugin, using markers",2024-04-30,3 - Alpha,,,https://snyk.io/advisor/python/pytest-jira,https://pypi.org/project/pytest-jira,https://www.libhunt.com/r/pytest-jinja
pytest-jira-xfail,Plugin skips (xfail) tests if unresolved Jira issue(s) linked,2024-07-09,,pytest>=7.2.0,,https://snyk.io/advisor/python/pytest-jira-xfail,https://pypi.org/project/pytest-jira-xfail,https://www.libhunt.com/r/pytest-jira
pytest-jira-xray,pytest plugin to integrate tests with JIRA XRAY,2024-03-27,4 - Beta,pytest>=6.2.4,,https://snyk.io/advisor/python/pytest-jira-xray,https://pypi.org/project/pytest-jira-xray,https://www.libhunt.com/r/pytest-jira-xfail
pytest-job-selection,A pytest plugin for load balancing test suites,2023-01-30,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-job-selection,https://pypi.org/project/pytest-job-selection,
pytest-jobserver,Limit parallel tests with posix jobserver.,2019-05-15,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-jobserver,https://pypi.org/project/pytest-jobserver,
pytest-joke,Test failures are better served with humor.,2019-10-08,4 - Beta,pytest (>=4.2.1),,https://snyk.io/advisor/python/pytest-joke,https://pypi.org/project/pytest-joke,
pytest-json,Generate JSON test reports,2016-01-18,4 - Beta,,,https://snyk.io/advisor/python/pytest-json,https://pypi.org/project/pytest-json,
pytest-json-ctrf,Pytest plugin to generate json report in CTRF (Common Test Report Format),2024-06-15,,pytest>6.0.0,,https://snyk.io/advisor/python/pytest-json-ctrf,https://pypi.org/project/pytest-json-ctrf,https://www.libhunt.com/r/pytest-json
pytest-json-fixtures,JSON output for the –fixtures flag,2023-03-14,4 - Beta,,,https://snyk.io/advisor/python/pytest-json-fixtures,https://pypi.org/project/pytest-json-fixtures,
pytest-jsonlint,UNKNOWN,2016-08-04,,,,https://snyk.io/advisor/python/pytest-jsonlint,https://pypi.org/project/pytest-jsonlint,
pytest-json-report,A pytest plugin to report test results as JSON files,2022-03-15,4 - Beta,pytest (>=3.8.0),,https://snyk.io/advisor/python/pytest-json-report,https://pypi.org/project/pytest-json-report,
pytest-json-report-wip,A pytest plugin to report test results as JSON files,2023-10-28,4 - Beta,pytest >=3.8.0,,https://snyk.io/advisor/python/pytest-json-report-wip,https://pypi.org/project/pytest-json-report-wip,
pytest-jsonschema,A pytest plugin to perform JSONSchema validations,2024-03-27,4 - Beta,pytest>=6.2.0,,https://snyk.io/advisor/python/pytest-jsonschema,https://pypi.org/project/pytest-jsonschema,https://www.libhunt.com/r/pytest-json-report-wip
pytest-jtr,pytest plugin supporting json test report output,2024-06-04,,"pytest<8.0.0,>=7.1.2",,https://snyk.io/advisor/python/pytest-jtr,https://pypi.org/project/pytest-jtr,https://www.libhunt.com/r/pytest-jsonschema
pytest-jupyter,A pytest plugin for testing Jupyter libraries and extensions.,2024-04-04,4 - Beta,pytest>=7.0,,https://snyk.io/advisor/python/pytest-jupyter,https://pypi.org/project/pytest-jupyter,https://www.libhunt.com/r/pytest-jtr
pytest-jupyterhub,A reusable JupyterHub pytest plugin,2023-04-25,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-jupyterhub,https://pypi.org/project/pytest-jupyterhub,
pytest-kafka,"Zookeeper, Kafka server, and Kafka consumer fixtures for Pytest",2023-06-14,,pytest,,https://snyk.io/advisor/python/pytest-kafka,https://pypi.org/project/pytest-kafka,
pytest-kafkavents,A plugin to send pytest events to Kafka,2021-09-08,4 - Beta,pytest,,https://snyk.io/advisor/python/pytest-kafkavents,https://pypi.org/project/pytest-kafkavents,
pytest-kasima,Display horizontal lines above and below the captured standard output for easy viewing.,2023-01-26,5 - Production/Stable,"pytest (>=7.2.1,<8.0.0)",,https://snyk.io/advisor/python/pytest-kasima,https://pypi.org/project/pytest-kasima,
pytest-keep-together,Pytest plugin to customize test ordering by running all ‘related’ tests together,2022-12-07,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-keep-together,https://pypi.org/project/pytest-keep-together,
pytest-kexi,,2022-04-29,,"pytest (>=7.1.2,<8.0.0)",,https://snyk.io/advisor/python/pytest-kexi,https://pypi.org/project/pytest-kexi,
pytest-keyring,A Pytest plugin to access the system’s keyring to provide credentials for tests,2023-10-01,,pytest (>=7.1),,https://snyk.io/advisor/python/pytest-keyring,https://pypi.org/project/pytest-keyring,
pytest-kind,Kubernetes test support with KIND for pytest,2022-11-30,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-kind,https://pypi.org/project/pytest-kind,
pytest-kivy,Kivy GUI tests fixtures using pytest,2021-07-06,4 - Beta,pytest (>=3.6),,https://snyk.io/advisor/python/pytest-kivy,https://pypi.org/project/pytest-kivy,
pytest-knows,A pytest plugin that can automaticly skip test case based on dependence info calculated by trace,2014-08-22,,,,https://snyk.io/advisor/python/pytest-knows,https://pypi.org/project/pytest-knows,
pytest-konira,Run Konira DSL tests with py.test,2011-10-09,,,,https://snyk.io/advisor/python/pytest-konira,https://pypi.org/project/pytest-konira,
pytest-kookit,Your simple but kooky integration testing with pytest,2024-05-16,,,,https://snyk.io/advisor/python/pytest-kookit,https://pypi.org/project/pytest-kookit,https://www.libhunt.com/r/pytest-konira
pytest-koopmans,A plugin for testing the koopmans package,2022-11-21,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-koopmans,https://pypi.org/project/pytest-koopmans,
pytest-krtech-common,pytest krtech common library,2016-11-28,4 - Beta,,,https://snyk.io/advisor/python/pytest-krtech-common,https://pypi.org/project/pytest-krtech-common,
pytest-kubernetes,,2023-09-14,,"pytest (>=7.2.1,<8.0.0)",,https://snyk.io/advisor/python/pytest-kubernetes,https://pypi.org/project/pytest-kubernetes,
pytest-kuunda,pytest plugin to help with test data setup for PySpark tests,2024-02-25,4 - Beta,pytest >=6.2.0,,https://snyk.io/advisor/python/pytest-kuunda,https://pypi.org/project/pytest-kuunda,https://www.libhunt.com/r/pytest-kubernetes
pytest-kwparametrize,Alternate syntax for @pytest.mark.parametrize with test cases as dictionaries and default value fallbacks,2021-01-22,,pytest (>=6),,https://snyk.io/advisor/python/pytest-kwparametrize,https://pypi.org/project/pytest-kwparametrize,
pytest-lambda,Define pytest fixtures with lambda functions.,2024-05-27,5 - Production/Stable,"pytest<9,>=3.6",,https://snyk.io/advisor/python/pytest-lambda,https://pypi.org/project/pytest-lambda,https://www.libhunt.com/r/pytest-kwparametrize
pytest-lamp,,2017-01-06,3 - Alpha,,,https://snyk.io/advisor/python/pytest-lamp,https://pypi.org/project/pytest-lamp,
pytest-langchain,Pytest-style test runner for langchain agents,2023-02-26,,pytest,,https://snyk.io/advisor/python/pytest-langchain,https://pypi.org/project/pytest-langchain,
pytest-lark,Create fancy and clear HTML test reports.,2023-11-05,,,,https://snyk.io/advisor/python/pytest-lark,https://pypi.org/project/pytest-lark,
pytest-launchable,Launchable Pytest Plugin,2023-04-05,,pytest (>=4.2.0),,https://snyk.io/advisor/python/pytest-launchable,https://pypi.org/project/pytest-launchable,
pytest-layab,Pytest fixtures for layab.,2020-10-05,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-layab,https://pypi.org/project/pytest-layab,
pytest-lazy-fixture,It helps to use fixtures in pytest.mark.parametrize,2020-02-01,4 - Beta,pytest (>=3.2.5),,https://snyk.io/advisor/python/pytest-lazy-fixture,https://pypi.org/project/pytest-lazy-fixture,
pytest-lazy-fixtures,Allows you to use fixtures in @pytest.mark.parametrize.,2024-03-16,,pytest (>=7),,https://snyk.io/advisor/python/pytest-lazy-fixtures,https://pypi.org/project/pytest-lazy-fixtures,https://www.libhunt.com/r/pytest-lazy-fixture
pytest-ldap,python-ldap fixtures for pytest,2020-08-18,,pytest,,https://snyk.io/advisor/python/pytest-ldap,https://pypi.org/project/pytest-ldap,
pytest-leak-finder,Find the test that’s leaking before the one that fails,2023-02-15,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-leak-finder,https://pypi.org/project/pytest-leak-finder,
pytest-leaks,A pytest plugin to trace resource leaks.,2019-11-27,1 - Planning,,,https://snyk.io/advisor/python/pytest-leaks,https://pypi.org/project/pytest-leaks,
pytest-leaping,A simple plugin to use with pytest,2024-03-27,4 - Beta,pytest>=6.2.0,,https://snyk.io/advisor/python/pytest-leaping,https://pypi.org/project/pytest-leaping,https://www.libhunt.com/r/pytest-leaks
pytest-level,Select tests of a given level or lower,2019-10-21,,pytest,,https://snyk.io/advisor/python/pytest-level,https://pypi.org/project/pytest-level,
pytest-libfaketime,A python-libfaketime plugin for pytest,2024-04-12,4 - Beta,pytest>=3.0.0,,https://snyk.io/advisor/python/pytest-libfaketime,https://pypi.org/project/pytest-libfaketime,https://www.libhunt.com/r/pytest-level
pytest-libiio,A pytest plugin to manage interfacing with libiio contexts,2023-12-22,4 - Beta,,,https://snyk.io/advisor/python/pytest-libiio,https://pypi.org/project/pytest-libiio,
pytest-libnotify,Pytest plugin that shows notifications about the test run,2021-04-02,3 - Alpha,pytest,,https://snyk.io/advisor/python/pytest-libnotify,https://pypi.org/project/pytest-libnotify,
pytest-ligo,,2020-01-16,4 - Beta,,,https://snyk.io/advisor/python/pytest-ligo,https://pypi.org/project/pytest-ligo,
pytest-lineno,A pytest plugin to show the line numbers of test functions,2020-12-04,,pytest,,https://snyk.io/advisor/python/pytest-lineno,https://pypi.org/project/pytest-lineno,
pytest-line-profiler,Profile code executed by pytest,2023-08-10,4 - Beta,pytest >=3.5.0,,https://snyk.io/advisor/python/pytest-line-profiler,https://pypi.org/project/pytest-line-profiler,
pytest-line-profiler-apn,Profile code executed by pytest,2022-12-05,,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-line-profiler-apn,https://pypi.org/project/pytest-line-profiler-apn,
pytest-lisa,Pytest plugin for organizing tests.,2021-01-21,3 - Alpha,"pytest (>=6.1.2,<7.0.0)",,https://snyk.io/advisor/python/pytest-lisa,https://pypi.org/project/pytest-lisa,
pytest-listener,A simple network listener,2019-05-28,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-listener,https://pypi.org/project/pytest-listener,
pytest-litf,A pytest plugin that stream output in LITF format,2021-01-18,4 - Beta,pytest (>=3.1.1),,https://snyk.io/advisor/python/pytest-litf,https://pypi.org/project/pytest-litf,
pytest-litter,Pytest plugin which verifies that tests do not modify file trees.,2023-11-23,4 - Beta,pytest >=6.1,,https://snyk.io/advisor/python/pytest-litter,https://pypi.org/project/pytest-litter,
pytest-live,Live results for pytest,2020-03-08,,pytest,,https://snyk.io/advisor/python/pytest-live,https://pypi.org/project/pytest-live,
pytest-local-badge,Generate local badges (shields) reporting your test suite status.,2023-01-15,,pytest (>=6.1.0),,https://snyk.io/advisor/python/pytest-local-badge,https://pypi.org/project/pytest-local-badge,
pytest-localftpserver,A PyTest plugin which provides an FTP fixture for your tests,2024-05-19,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-localftpserver,https://pypi.org/project/pytest-localftpserver,https://www.libhunt.com/r/pytest-local-badge
pytest-localserver,pytest plugin to test server connections locally.,2023-10-12,4 - Beta,,,https://snyk.io/advisor/python/pytest-localserver,https://pypi.org/project/pytest-localserver,
pytest-localstack,Pytest plugin for AWS integration tests,2023-06-07,4 - Beta,"pytest (>=6.0.0,<7.0.0)",,https://snyk.io/advisor/python/pytest-localstack,https://pypi.org/project/pytest-localstack,
pytest-lock,"pytest-lock is a pytest plugin that allows you to “lock” the results of unit tests, storing them in a local cache. This is particularly useful for tests that are resource-intensive or don’t need to be run every time. When the tests are run subsequently, pytest-lock will compare the current results with the locked results and issue a warning if there are any discrepancies.",2024-02-03,,"pytest (>=7.4.3,<8.0.0)",,https://snyk.io/advisor/python/pytest-lock,https://pypi.org/project/pytest-lock,https://www.libhunt.com/r/pytest-localstack
pytest-lockable,lockable resource plugin for pytest,2024-01-24,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-lockable,https://pypi.org/project/pytest-lockable,https://www.libhunt.com/r/pytest-lock
pytest-locker,Used to lock object during testing. Essentially changing assertions from being hard coded to asserting that nothing changed,2021-10-29,,pytest (>=5.4),,https://snyk.io/advisor/python/pytest-locker,https://pypi.org/project/pytest-locker,
pytest-log,print log,2021-08-15,,pytest (>=3.8),,https://snyk.io/advisor/python/pytest-log,https://pypi.org/project/pytest-log,
pytest-logbook,py.test plugin to capture logbook log messages,2015-11-23,5 - Production/Stable,pytest (>=2.8),,https://snyk.io/advisor/python/pytest-logbook,https://pypi.org/project/pytest-logbook,
pytest-logdog,Pytest plugin to test logging,2021-06-15,1 - Planning,pytest (>=6.2.0),,https://snyk.io/advisor/python/pytest-logdog,https://pypi.org/project/pytest-logdog,
pytest-logfest,Pytest plugin providing three logger fixtures with basic or full writing to log files,2019-07-21,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-logfest,https://pypi.org/project/pytest-logfest,
pytest-logger,Plugin configuring handlers for loggers from Python logging module.,2024-03-10,5 - Production/Stable,pytest (>=3.2),,https://snyk.io/advisor/python/pytest-logger,https://pypi.org/project/pytest-logger,https://www.libhunt.com/r/pytest-logfest
pytest-logging,Configures logging and allows tweaking the log level with a py.test flag,2015-11-04,4 - Beta,,,https://snyk.io/advisor/python/pytest-logging,https://pypi.org/project/pytest-logging,
pytest-logging-end-to-end-test-tool,,2022-09-23,,"pytest (>=7.1.2,<8.0.0)",,https://snyk.io/advisor/python/pytest-logging-end-to-end-test-tool,https://pypi.org/project/pytest-logging-end-to-end-test-tool,
pytest-logikal,Common testing environment,2024-06-27,5 - Production/Stable,pytest==8.2.2,,https://snyk.io/advisor/python/pytest-logikal,https://pypi.org/project/pytest-logikal,https://www.libhunt.com/r/pytest-logging-end-to-end-test-tool
pytest-log-report,Package for creating a pytest test run reprot,2019-12-26,,,,https://snyk.io/advisor/python/pytest-log-report,https://pypi.org/project/pytest-log-report,
pytest-loguru,Pytest Loguru,2024-03-20,5 - Production/Stable,pytest; extra == “test”,,https://snyk.io/advisor/python/pytest-loguru,https://pypi.org/project/pytest-loguru,https://www.libhunt.com/r/pytest-log-report
pytest-loop,pytest plugin for looping tests,2024-03-30,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-loop,https://pypi.org/project/pytest-loop,https://www.libhunt.com/r/pytest-loguru
pytest-lsp,A pytest plugin for end-to-end testing of language servers,2024-05-22,3 - Alpha,pytest,,https://snyk.io/advisor/python/pytest-lsp,https://pypi.org/project/pytest-lsp,https://www.libhunt.com/r/pytest-loop
pytest-manual-marker,pytest marker for marking manual tests,2022-08-04,3 - Alpha,pytest>=7,,https://snyk.io/advisor/python/pytest-manual-marker,https://pypi.org/project/pytest-manual-marker,
pytest-markdoctest,A pytest plugin to doctest your markdown files,2022-07-22,4 - Beta,pytest (>=6),,https://snyk.io/advisor/python/pytest-markdoctest,https://pypi.org/project/pytest-markdoctest,
pytest-markdown,Test your markdown docs with pytest,2021-01-15,4 - Beta,"pytest (>=6.0.1,<7.0.0)",,https://snyk.io/advisor/python/pytest-markdown,https://pypi.org/project/pytest-markdown,
pytest-markdown-docs,Run markdown code fences through pytest,2024-03-05,,pytest (>=7.0.0),,https://snyk.io/advisor/python/pytest-markdown-docs,https://pypi.org/project/pytest-markdown-docs,https://www.libhunt.com/r/pytest-markdown
pytest-marker-bugzilla,"py.test bugzilla integration plugin, using markers",2020-01-09,,,,https://snyk.io/advisor/python/pytest-marker-bugzilla,https://pypi.org/project/pytest-marker-bugzilla,
pytest-markers-presence,A simple plugin to detect missed pytest tags and markers”,2021-02-04,4 - Beta,pytest (>=6.0),,https://snyk.io/advisor/python/pytest-markers-presence,https://pypi.org/project/pytest-markers-presence,
pytest-markfiltration,UNKNOWN,2011-11-08,3 - Alpha,,,https://snyk.io/advisor/python/pytest-markfiltration,https://pypi.org/project/pytest-markfiltration,
pytest-mark-manage,用例标签化管理,2024-07-08,,pytest,,https://snyk.io/advisor/python/pytest-mark-manage,https://pypi.org/project/pytest-mark-manage,https://www.libhunt.com/r/pytest-markfiltration
pytest-mark-no-py3,pytest plugin and bowler codemod to help migrate tests to Python 3,2019-05-17,,pytest,,https://snyk.io/advisor/python/pytest-mark-no-py3,https://pypi.org/project/pytest-mark-no-py3,
pytest-marks,UNKNOWN,2012-11-23,3 - Alpha,,,https://snyk.io/advisor/python/pytest-marks,https://pypi.org/project/pytest-marks,
pytest-matcher,Easy way to match captured `pytest` output against expectations stored in files,2024-03-15,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-matcher,https://pypi.org/project/pytest-matcher,https://www.libhunt.com/r/pytest-marks
pytest-match-skip,Skip matching marks. Matches partial marks using wildcards.,2019-05-15,4 - Beta,pytest (>=4.4.1),,https://snyk.io/advisor/python/pytest-match-skip,https://pypi.org/project/pytest-match-skip,
pytest-mat-report,this is report,2021-01-20,,,,https://snyk.io/advisor/python/pytest-mat-report,https://pypi.org/project/pytest-mat-report,
pytest-matrix,Provide tools for generating tests from combinations of fixtures.,2020-06-24,5 - Production/Stable,"pytest (>=5.4.3,<6.0.0)",,https://snyk.io/advisor/python/pytest-matrix,https://pypi.org/project/pytest-matrix,
pytest-maxcov,Compute the maximum coverage available through pytest with the minimum execution time cost,2023-09-24,,"pytest (>=7.4.0,<8.0.0)",,https://snyk.io/advisor/python/pytest-maxcov,https://pypi.org/project/pytest-maxcov,
pytest-maybe-context,Simplify tests with warning and exception cases.,2023-04-16,,"pytest (>=7,<8)",,https://snyk.io/advisor/python/pytest-maybe-context,https://pypi.org/project/pytest-maybe-context,
pytest-maybe-raises,Pytest fixture for optional exception testing.,2022-05-27,,pytest ; extra == ‘dev’,,https://snyk.io/advisor/python/pytest-maybe-raises,https://pypi.org/project/pytest-maybe-raises,
pytest-mccabe,pytest plugin to run the mccabe code complexity checker.,2020-07-22,3 - Alpha,pytest (>=5.4.0),,https://snyk.io/advisor/python/pytest-mccabe,https://pypi.org/project/pytest-mccabe,
pytest-md,Plugin for generating Markdown reports for pytest results,2019-07-11,3 - Alpha,pytest (>=4.2.1),,https://snyk.io/advisor/python/pytest-md,https://pypi.org/project/pytest-md,
pytest-md-report,A pytest plugin to generate test outcomes reports with markdown table format.,2024-05-18,4 - Beta,"pytest!=6.0.0,<9,>=3.3.2",,https://snyk.io/advisor/python/pytest-md-report,https://pypi.org/project/pytest-md-report,https://www.libhunt.com/r/pytest-md
pytest-meilisearch,Pytest helpers for testing projects using Meilisearch,2024-02-15,,pytest (>=7.4.3),,https://snyk.io/advisor/python/pytest-meilisearch,https://pypi.org/project/pytest-meilisearch,https://www.libhunt.com/r/pytest-md-report
pytest-memlog,Log memory usage during tests,2023-05-03,,"pytest (>=7.3.0,<8.0.0)",,https://snyk.io/advisor/python/pytest-memlog,https://pypi.org/project/pytest-memlog,
pytest-memprof,Estimates memory consumption of test functions,2019-03-29,4 - Beta,,,https://snyk.io/advisor/python/pytest-memprof,https://pypi.org/project/pytest-memprof,
pytest-memray,A simple plugin to use with pytest,2024-04-18,,pytest>=7.2,,https://snyk.io/advisor/python/pytest-memray,https://pypi.org/project/pytest-memray,https://www.libhunt.com/r/pytest-memprof
pytest-menu,A pytest plugin for console based interactive test selection just after the collection phase,2017-10-04,3 - Alpha,pytest (>=2.4.2),,https://snyk.io/advisor/python/pytest-menu,https://pypi.org/project/pytest-menu,
pytest-mercurial,pytest plugin to write integration tests for projects using Mercurial Python internals,2020-11-21,1 - Planning,,,https://snyk.io/advisor/python/pytest-mercurial,https://pypi.org/project/pytest-mercurial,
pytest-mesh,pytest_mesh插件,2022-08-05,,pytest (==7.1.2),,https://snyk.io/advisor/python/pytest-mesh,https://pypi.org/project/pytest-mesh,
pytest-message,Pytest plugin for sending report message of marked tests execution,2022-08-04,,pytest (>=6.2.5),,https://snyk.io/advisor/python/pytest-message,https://pypi.org/project/pytest-message,
pytest-messenger,Pytest to Slack reporting plugin,2022-11-24,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-messenger,https://pypi.org/project/pytest-messenger,
pytest-metadata,pytest plugin for test session metadata,2024-02-12,5 - Production/Stable,pytest>=7.0.0,,https://snyk.io/advisor/python/pytest-metadata,https://pypi.org/project/pytest-metadata,https://www.libhunt.com/r/pytest-messenger
pytest-metrics,Custom metrics report for pytest,2020-04-04,,pytest,,https://snyk.io/advisor/python/pytest-metrics,https://pypi.org/project/pytest-metrics,
pytest-mh,Pytest multihost plugin,2024-07-02,,pytest,,https://snyk.io/advisor/python/pytest-mh,https://pypi.org/project/pytest-mh,https://www.libhunt.com/r/pytest-metrics
